SITE_CODE,CANONICAL_NAME,LOCATION_TYPE,CITY,STATE,COUNTRY,ADDRESS,BASE_IP,HERITAGE,STATUS,NET_TYPE,DATASET_VERSION,HOSTNAME_PREFIX,LATITUDE,LONGITUDE,REGION,FACILITY_OWNER,CSNA_SITE_NAME,NMS_PATH_FRAGMENT,NOTE
US_AZ_16335_RT,Phoenix AZ - Store 16335,Retail,Phoenix,AZ,US,"4734 E Ray Rd, Phoenix, AZ 85044",172.20.119.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_16366_RT,Phoenix AZ - Store 16366,Retail,Phoenix,AZ,US,"4515 E Thomas Rd, Phoenix, AZ 85018",172.20.127.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_16505_RT,Phoenix AZ - Store 16505,Retail,Phoenix,AZ,US,"2727 W Agua Fria Fwy, Phoenix, AZ 85027",172.20.161.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_16699_RT,Phoenix AZ - Store 16699,Retail,Phoenix,AZ,US,"21001 N Tatum Blvd Ste 20, Phoenix, AZ 85050",172.20.208.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_17024_RT,Phoenix AZ - Store 17024,Retail,Phoenix,AZ,US,"2140 E Baseline Rd, Phoenix, AZ 85042",172.24.33.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_17312_RT,Phoenix AZ - Store 17312,Retail,Phoenix,AZ,US,"16806 N 7th St, Phoenix, AZ 85022",172.24.104.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_17418_RT,Phoenix AZ - Store 17418,Retail,Phoenix,AZ,US,"5715 N 19th Ave, Phoenix, AZ 85015",172.24.131.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_AZ_17714_RT,Phoenix AZ - Store 17714,Retail,Phoenix,AZ,US,"1625 E Camelback Rd., Phoenix, AZ 85016",172.24.239.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_PA_01401_RT,Phoenixville PA - Store 01401,Retail,Phoenixville,PA,US,"130 Schuylkill Road, Phoenixville, PA 19460",172.19.43.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_16635_RT,Phoenixville PA - Store 16635,Retail,Phoenixville,PA,US,"200 Mill Road, Phoenixville, PA 19460",172.20.192.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MS_05740_RT,Picayune MS - Store 05740,Retail,Picayune,MS,US,"1701 A Hwy 43 N, Picayune, MS 39466",172.29.63.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_SC_07534_RT,Pickens SC - Store 07534,Retail,Pickens,SC,US,"204 HAMPTON AVE, Pickens, SC 29671",172.18.226.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_OH_06185_RT,Pickerington OH - Store 06185,Retail,Pickerington,OH,US,"1100 HILL RD., Pickerington, OH 43147",172.31.179.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_CA_09771_RT,Pico Rivera CA - Store 09771,Retail,Pico Rivera,CA,US,"9256 SLAUSON AVENUE, Pico Rivera, CA 90660",172.19.80.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_16762_RT,Pico Rivera CA - Store 16762,Retail,Pico Rivera,CA,US,"8800 Whittier Blvd, Pico Rivera, CA 90660",172.20.224.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_AL_04956_RT,Piedmont AL - Store 04956,Retail,Piedmont,AL,US,"145 US HWY 278 BYP E, Piedmont, AL 36272",172.18.89.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_SC_05569_RT,Piedmont SC - Store 05569,Retail,Piedmont,SC,US,"7501 AUGUSTA RD., Piedmont, SC 29673",172.29.66.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_SC_07351_RT,Piedmont SC - Store 07351,Retail,Piedmont,SC,US,"3460 HWY 153, Piedmont, SC 29673",172.30.42.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_TN_06267_RT,Pigeon Forge TN - Store 06267,Retail,Pigeon Forge,TN,US,"2415 Park Way, Pigeon Forge, TN 37863",172.18.182.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_AL_00585_RT,Pike Road AL - Store 00585,Retail,Pike Road,AL,US,"9505 Vaughn Rd., Pike Road, AL 36064",172.19.211.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MD_16870_RT,Pikesville MD - Store 16870,Retail,Pikesville,MD,US,"1737 Reisterstown Rd, Pikesville, MD 21208",172.20.250.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NC_07325_RT,Pilot Mountain NC - Store 07325,Retail,Pilot Mountain,NC,US,"204 W. Main St, Pilot Mountain, NC",172.30.103.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_05924_RT,Pinecrest FL - Store 05924,Retail,Pinecrest,FL,US,"8765 South Dixie Highway, Pinecrest, FL 33156",172.16.64.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_00171_RT,Pinellas Park FL - Store 00171,Retail,Pinellas Park,FL,US,"7400 49th Street, Pinellas Park, FL 33781",172.30.7.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_03606_RT,Pinellas Park FL - Store 03606,Retail,Pinellas Park,FL,US,"10195 66th St N, Pinellas Park, FL 33782",172.31.81.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_17152_RT,Pinellas Park FL - Store 17152,Retail,Pinellas Park,FL,US,"7150 US 19 N, Pinellas Park, FL 33781",172.24.65.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_LA_05544_RT,Pineville LA - Store 05544,Retail,Pineville,LA,US,"100 Edgewood Drive., Pineville, LA 71360",172.29.227.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_CA_09299_RT,Pinole CA - Store 09299,Retail,Pinole,CA,US,"1617 Canyon Dr, Pinole, CA 94564",172.28.80.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_16222_RT,Pinole CA - Store 16222,Retail,Pinole,CA,US,"1400 Fitzgerald Dr, Pinole, CA 94564",172.20.91.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_AL_04926_RT,Pinson AL - Store 04926,Retail,Pinson,AL,US,"6665 hwy 75, Pinson, AL 35126",172.18.86.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_OH_03402_RT,Piqua OH - Store 03402,Retail,Piqua,OH,US,"154 NORTH COLLEGE ST., Piqua, OH 45356",172.31.73.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_CA_09892_RT,Pismo Beach CA - Store 09892,Retail,Pismo Beach,CA,US,"827 Oak Park Blvd, Pismo Beach, CA 93449",172.28.131.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_NJ_00759_RT,Pistacaway NJ - Store 00759,Retail,Pistacaway,NJ,US,"1252 Stelton Rd, Pistacaway, NJ 08854",172.17.31.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_02729_RT,Pitston PA - Store 02729,Retail,Pitston,PA,US,"351 kennedy blvd, Pitston, PA 18640",172.18.245.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_TX_07781_RT,Pittsburg TX - Store 07781,Retail,Pittsburg,TX,US,"100 N Greer Blvd, Pittsburg, TX 75686",172.18.94.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_PA_02333_RT,Pittsburgh PA - Store 02333,Retail,Pittsburgh,PA,US,"5242 Clairton Blvd., Pittsburgh, PA 15222",172.30.204.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_02348_RT,Pittsburgh PA - Store 02348,Retail,Pittsburgh,PA,US,"3422 Forbes Ave, Pittsburgh, PA 15213",172.30.55.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_03189_RT,Pittsburgh PA - Store 03189,Retail,Pittsburgh,PA,US,"510 BROOKLINE BLVD., Pittsburgh, PA 15226",172.17.201.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_04008_RT,Pittsburgh PA - Store 04008,Retail,Pittsburgh,PA,US,"242 FIFTH AVE, Pittsburgh, PA 15222",172.17.218.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_04051_RT,Pittsburgh PA - Store 04051,Retail,Pittsburgh,PA,US,"1740 Washington Road, Pittsburgh, PA 15241",172.17.219.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_04070_RT,Pittsburgh PA - Store 04070,Retail,Pittsburgh,PA,US,"10600 FRANKSTOWN RD, Pittsburgh, PA 15235",172.17.220.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_04152_RT,Pittsburgh PA - Store 04152,Retail,Pittsburgh,PA,US,"5600 WILKINS AVE, Pittsburgh, PA 15217",172.17.226.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_04369_RT,Pittsburgh PA - Store 04369,Retail,Pittsburgh,PA,US,"4610 Centre Avenue, Pittsburgh, PA 15213",172.17.235.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_10034_RT,Pittsburgh PA - Store 10034,Retail,Pittsburgh,PA,US,"611 Duncan Avenue, Pittsburgh, PA 15237",172.28.202.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_10767_RT,Pittsburgh PA - Store 10767,Retail,Pittsburgh,PA,US,"4664 Browns Hill Road, Pittsburgh, PA 15217",172.24.214.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_16572_RT,Pittsburgh PA - Store 16572,Retail,Pittsburgh,PA,US,"600 Chauvet Dr, Pittsburgh, PA 15275",172.20.177.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_16573_RT,Pittsburgh PA - Store 16573,Retail,Pittsburgh,PA,US,"9805 McKnight Rd, Pittsburgh, PA 15237",172.20.177.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17165_RT,Pittsburgh PA - Store 17165,Retail,Pittsburgh,PA,US,"288 Mt Nebo Pointe Dr, Pittsburgh, PA 15237",172.24.68.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17279_RT,Pittsburgh PA - Store 17279,Retail,Pittsburgh,PA,US,"4801 McKnight Rd Ste 3, Pittsburgh, PA 15237",172.24.96.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17448_RT,Pittsburgh PA - Store 17448,Retail,Pittsburgh,PA,US,"2661 Freeport Rd, Pittsburgh, PA 15238",172.24.138.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17618_RT,Pittsburgh PA - Store 17618,Retail,Pittsburgh,PA,US,"6231 PENN AVE, Pittsburgh, PA 15206",172.24.180.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17638_RT,Pittsburgh PA - Store 17638,Retail,Pittsburgh,PA,US,"201 S Hills Vlg, Pittsburgh, PA 15241",172.24.185.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_PA_17825_RT,Pittsburgh PA - Store 17825,Retail,Pittsburgh,PA,US,"482 Smith St, Pittsburgh, PA 15219",172.21.180.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,"OMNICARE,CORP",
US_MA_00257_RT,Pittsfield MA - Store 00257,Retail,Pittsfield,MA,US,"107 West Street, Pittsfield, MA 01201",172.29.36.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CA_09747_RT,Placentia CA - Store 09747,Retail,Placentia,CA,US,"150 EAST YORBA LINDA BOULEVARD, Placentia, CA 92870",172.19.80.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09184_RT,Placerville CA - Store 09184,Retail,Placerville,CA,US,"39727 Missouri Flat Rd Ste A, Placerville, CA 95667",172.28.67.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CT_01125_RT,Plainfield CT - Store 01125,Retail,Plainfield,CT,US,"10 Lathrop Rd, Plainfield, CT 06374",172.16.10.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_IL_05421_RT,Plainfield IL - Store 05421,Retail,Plainfield,IL,US,"2375 Drauden Road, Plainfield, IL 60586",172.28.11.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_IL_16742_RT,Plainfield IL - Store 16742,Retail,Plainfield,IL,US,"12800 S State Route 59, Plainfield, IL 60585",172.20.219.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_IN_05067_RT,Plainfield IN - Store 05067,Retail,Plainfield,IN,US,"1102 West Main Street, Plainfield, IN 46168",172.19.194.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_IN_06550_RT,Plainfield IN - Store 06550,Retail,Plainfield,IN,US,"1700 East Main Street, Plainfield, IN 46160",172.18.137.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NJ_11370_RT,Plainfield NJ - Store 11370,Retail,Plainfield,NJ,US,"1204 PARK AVENUE, Plainfield, NJ 07060",172.21.163.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NJ_00817_RT,Plainsboro NJ - Store 00817,Retail,Plainsboro,NJ,US,"4 Schalks Crossing Rd, Plainsboro, NJ 08536",172.29.219.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_01216_RT,Plainview NY - Store 01216,Retail,Plainview,NY,US,"1026 OLD COUNTRY ROAD, Plainview, NY 11803",172.16.82.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,OMNICARE,
US_NY_01938_RT,Plainview NY - Store 01938,Retail,Plainview,NY,US,"419 South Oyster Bay Road, Plainview, NY 11803",172.30.199.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,OMNICARE,
US_TX_01533_RT,Plainview TX - Store 01533,Retail,Plainview,TX,US,"1801 West Fifth Street, Plainview, TX 79072",172.17.97.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_CT_00839_RT,Plainville CT - Store 00839,Retail,Plainville,CT,US,"14 FARMINGTON AVENUE, Plainville, CT 06062",172.29.166.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_04981_RT,Plainville MA - Store 04981,Retail,Plainville,MA,US,"57 Messenger Street, Plainville, MA 02762",172.28.219.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_17048_RT,Plainville MA - Store 17048,Retail,Plainville,MA,US,"91 Taunton St, Plainville, MA 02762",172.24.39.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NH_00181_RT,Plaistow NH - Store 00181,Retail,Plaistow,NH,US,"4 Plaistow Road, Plaistow, NH 03865",172.16.204.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_TX_01792_RT,Plano TX - Store 01792,Retail,Plano,TX,US,"4201 E. Park, Plano, TX 75074",172.29.65.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_03200_RT,Plano TX - Store 03200,Retail,Plano,TX,US,"2140 hedgecoxe rd, Plano, TX 75074",172.31.59.64,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_03724_RT,Plano TX - Store 03724,Retail,Plano,TX,US,"8940 coit road, Plano, TX 75025",172.31.124.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_05965_RT,Plano TX - Store 05965,Retail,Plano,TX,US,"6761 Preston Rd., Plano, TX 75204",172.18.122.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_07287_RT,Plano TX - Store 07287,Retail,Plano,TX,US,"2454 Jupiter Rd, Plano, TX 75074",172.17.254.64,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_07453_RT,Plano TX - Store 07453,Retail,Plano,TX,US,"2200 Coit RD., Plano, TX 75075",172.17.139.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_07804_RT,Plano TX - Store 07804,Retail,Plano,TX,US,"6401 W Parker Rd, Plano, TX 75093",172.18.94.64,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_08393_RT,Plano TX - Store 08393,Retail,Plano,TX,US,"2101 W Spring Creek Pkwy, Plano, TX 75023",172.31.23.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_11297_RT,Plano TX - Store 11297,Retail,Plano,TX,US,"6125 Legacy Drive, Plano, TX 75024",172.18.50.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_16014_RT,Plano TX - Store 16014,Retail,Plano,TX,US,"120 W Parker Rd, Plano, TX 75075",172.20.38.64,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_16890_RT,Plano TX - Store 16890,Retail,Plano,TX,US,"2200 Dallas Pkwy, Plano, TX 75093",172.24.0.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_FL_05201_RT,Plant City FL - Store 05201,Retail,Plant City,FL,US,"403 N Alexander St, Plant City, FL 33563",172.16.233.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_02747_RT,Plantation FL - Store 02747,Retail,Plantation,FL,US,"1802 N. University Drive, Plantation, FL 33322",172.31.239.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CALL CENTER,AETNA",
US_FL_03263_RT,Plantation FL - Store 03263,Retail,Plantation,FL,US,"7155 W Broward Blvd, Plantation, FL 33317",172.31.58.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CALL CENTER,AETNA",
US_FL_05079_RT,Plantation FL - Store 05079,Retail,Plantation,FL,US,"10241 W Broward Blvd, Plantation, FL 33324",172.16.255.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CALL CENTER,AETNA",
US_FL_16812_RT,Plantation FL - Store 16812,Retail,Plantation,FL,US,"8201 Federated West Roadway, Plantation, FL 33324",172.20.237.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CALL CENTER,AETNA",
US_LA_05293_RT,Plaquemine LA - Store 05293,Retail,Plaquemine,LA,US,"24600 Church St, Plaquemine, LA 70764",172.29.188.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MO_05727_RT,Platte City MO - Store 05727,Retail,Platte City,MO,US,"1301 Platte Falls Rd, Platte City, MO 64079",172.30.190.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MO_11308_RT,Plattsburg MO - Store 11308,Retail,Plattsburg,MO,US,"400 W Clay Avenue, Plattsburg, MO 64477",172.21.25.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_17512_RT,Plattsburgh NY - Store 17512,Retail,Plattsburgh,NY,US,"60 Smithfield Blvd Ste 49, Plattsburgh, NY 12901",172.24.154.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CA_10146_RT,Playa Vista CA - Store 10146,Retail,Playa Vista,CA,US,"12746 W. Jefferson Blvd, Suite 3160, Playa Vista, CA 90094",172.28.246.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_AL_04916_RT,Pleasant Grove AL - Store 04916,Retail,Pleasant Grove,AL,US,"108 Park road, Pleasant Grove, AL 35224",172.18.84.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_CA_16117_RT,Pleasant Hill CA - Store 16117,Retail,Pleasant Hill,CA,US,"560 Contra Costa Blvd, Pleasant Hill, CA 94523",172.20.65.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_WI_17326_RT,Pleasant Prairie WI - Store 17326,Retail,Pleasant Prairie,WI,US,"9777 76th St, Pleasant Prairie, WI 53158",172.24.108.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_05049_RT,Pleasant Valley NY - Store 05049,Retail,Pleasant Valley,NY,US,"2 West ROAD, Pleasant Valley, NY 12569",172.30.230.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CA_09251_RT,Pleasanton CA - Store 09251,Retail,Pleasanton,CA,US,"3999 Santa Rita Road, Pleasanton, CA 94588",172.28.77.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_10119_RT,Pleasanton CA - Store 10119,Retail,Pleasanton,CA,US,"6750 Bernal Ave., Pleasanton, CA 94566",172.28.215.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_10924_RT,Pleasanton CA - Store 10924,Retail,Pleasanton,CA,US,"3010 Bernal Ave, Pleasanton, CA 94566",172.24.249.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_NJ_00336_RT,Pleasantville NJ - Store 00336,Retail,Pleasantville,NJ,US,"900 North New Road, Pleasantville, NJ 08232",172.19.132.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CT_00954_RT,Plymouth CT - Store 00954,Retail,Plymouth,CT,US,"311 MAIN STREET VILLAGE PLAZA, Plymouth, CT 06786",172.17.117.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_IN_06474_RT,Plymouth IN - Store 06474,Retail,Plymouth,IN,US,"1900 N. MICHIGAN ST., Plymouth, IN 46563",172.30.7.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MA_01867_RT,Plymouth MA - Store 01867,Retail,Plymouth,MA,US,"517 State Road, Plymouth, MA 02360",172.16.132.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_02138_RT,Plymouth MA - Store 02138,Retail,Plymouth,MA,US,"8 PILGRIM HILL ROAD, Plymouth, MA 02360",172.16.239.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_02377_RT,Plymouth MA - Store 02377,Retail,Plymouth,MA,US,"2253 STATE RD, Plymouth, MA 02360",172.18.246.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_10932_RT,Plymouth MA - Store 10932,Retail,Plymouth,MA,US,"330 Court Street, Plymouth, MA 02360",172.18.220.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MI_08077_RT,Plymouth MI - Store 08077,Retail,Plymouth,MI,US,"40900 Ann Arbor Road, Plymouth, MI 48170",172.29.108.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08085_RT,Plymouth MI - Store 08085,Retail,Plymouth,MI,US,"1400 S SHELDON RD, Plymouth, MI 48170",172.29.195.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08208_RT,Plymouth MI - Store 08208,Retail,Plymouth,MI,US,"49485 Ann Arbor Rd W, Plymouth, MI 48170",172.29.230.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MN_06811_RT,Plymouth MN - Store 06811,Retail,Plymouth,MN,US,"4140 County Road 101, Plymouth, MN 55446",172.31.96.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,MERITAIN,
US_MN_11046_RT,Plymouth MN - Store 11046,Retail,Plymouth,MN,US,"17435 County Road 6, Plymouth, MN 55447",172.18.128.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,MERITAIN,
US_MN_16191_RT,Plymouth MN - Store 16191,Retail,Plymouth,MN,US,"4175 Vinewood Ln N, Plymouth, MN 55442",172.20.83.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,MERITAIN,
US_PA_10825_RT,Plymouth Meeting PA - Store 10825,Retail,Plymouth Meeting,PA,US,"2400 Butler Pike, Plymouth Meeting, PA 19462",172.24.235.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_16616_RT,Plymouth Meeting PA - Store 16616,Retail,Plymouth Meeting,PA,US,"2250 Chemical Rd, Plymouth Meeting, PA 19462",172.20.188.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NH_02229_RT,Plymouth NH - Store 02229,Retail,Plymouth,NH,US,"345 Highland St, Plymouth, NH 03264",172.19.136.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CA_09490_RT,Pollock Pines CA - Store 09490,Retail,Pollock Pines,CA,US,"6450 Pony Express Trl, Pollock Pines, CA 95726",172.28.93.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_08895_RT,Pomona CA - Store 08895,Retail,Pomona,CA,US,"775 EAST FOOTHILL BOULEVARD, Pomona, CA 91767",172.19.81.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09708_RT,Pomona CA - Store 09708,Retail,Pomona,CA,US,"150 WEST WILLOW STREET, Pomona, CA 91768",172.19.81.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_17659_RT,Pomona CA - Store 17659,Retail,Pomona,CA,US,"701 Rio Rancho Road, Pomona, CA 91766",172.24.190.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_NJ_01526_RT,Pomona NJ - Store 01526,Retail,Pomona,NJ,US,"328 White Horse Pike, SWC, Pomona, NJ 08240",172.18.224.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_FL_02848_RT,Pompano Beach FL - Store 02848,Retail,Pompano Beach,FL,US,"2036 east atlantic blvd., Pompano  Beach, FL 33060",172.29.180.128,CVS,Active,Retail-Store,v20260617,,,,Southeast,Leased,,,
US_FL_03287_RT,Pompano Beach FL - Store 03287,Retail,Pompano Beach,FL,US,"850 W Sample Rd, Pompano Beach, FL 33064",172.30.16.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_03635_RT,Pompano Beach FL - Store 03635,Retail,Pompano Beach,FL,US,"1501 S Federal Hwy, Pompano Beach, FL 33062",172.16.59.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_03905_RT,Pompano Beach FL - Store 03905,Retail,Pompano Beach,FL,US,"3 S Pompano Pkwy, Pompano Beach, FL 33069",172.16.251.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
